Date,净利润同比增长率,净利率,现金比率,经营活动产生现金流增长率,营业利润同比增长率,营业收入历史增长率,营业收入同比增长,营业收入预期短期增长率,营业收入预期长期增长率,融资活动产生现金流增长率,合并后的同比增长率
2016/1/1,0.044021544,-0.03588863,0.066634891,-0.026279046,0.02241238,-0.052421697,-0.026860425,-0.030992931,0.146249851,-0.041963193,0.033216962
2016/2/1,0.102733459,0.1416114,-0.133778444,0.026825233,0.133619139,-0.00811671,0.135973295,-0.078114102,-0.055829088,0.040602441,0.118176299
2016/3/1,0.065331937,0.034050672,0.037344728,0.056907405,0.090452737,0.003912359,0.056037615,-0.067515976,0.029248137,0.073254324,0.077892337
2016/4/1,-0.056626473,-0.020169256,0.003827023,-0.08774208,-0.107207648,-0.073698453,-0.014195983,0.034927077,0.021548582,0.106365297,-0.081917061
2016/5/1,0.007389416,-0.031294617,-0.014515966,-0.066774716,-0.005468078,-0.082177243,-0.064878816,-0.030226877,0.00846399,-0.023334229,0.000960669
2016/6/1,0.05061086,0.005575974,0.061157315,-0.030752899,0.091849924,-0.023785322,-0.006217512,-0.022973218,0.016291643,-0.088426716,0.071230392
2016/7/1,-0.019327341,-0.056080912,-0.091746844,0.022064034,-0.046427835,-0.083429594,0.098121582,-0.070423514,-0.033576783,0.072559263,-0.032877588
2016/8/1,-0.013140192,0.010263197,-0.047311315,-0.056417199,-0.002927802,-0.05975512,-0.038559828,-0.025936583,0.115693247,-0.143213999,-0.008033997
2016/9/1,0.016548823,0.016847566,-0.048333945,0.011275893,0.08147998,0.063400703,-0.043818205,0.011423259,-0.066653196,0.044564555,0.049014402
2016/10/1,-0.027325509,-0.054786004,-0.024319147,0.010177917,-0.02096117,0.118074952,-0.119889929,-0.103767291,0.061376371,-0.045352259,-0.024143339
2016/11/1,-0.032518963,-0.14409461,-0.009092395,-0.107238015,-0.006554168,-0.093822886,-0.093400439,0.024361816,-0.038351912,-0.030672981,-0.019536566
2016/12/1,0.017284054,0.05702996,0.046822707,0.028986863,0.035618442,0.072987944,-0.017314888,-0.107884782,0.036019227,0.116553424,0.026451248
2017/1/1,-0.030096126,-0.060191083,0.050222435,-0.033250242,-0.003135268,-0.093351886,0.019112842,0.139343994,-0.04911022,-0.032843874,-0.016615697
2017/2/1,0.060845793,0.159040213,0.127518658,0.031733953,-0.045642611,0.007018987,0.025046117,-0.007153426,-0.062574244,0.072329762,0.007601591
2017/3/1,-0.005295082,0.085121594,0.000689367,-0.130689667,-0.026752147,0.00480347,-0.029405252,-0.016518841,0.04734365,-0.007713225,-0.016023614
2017/4/1,-0.073668416,0.053952351,0.002511235,-0.047392549,-0.000672478,0.018909341,-0.074881815,-0.178449451,0.122696322,-0.042473906,-0.037170447
2017/5/1,0.132243355,0.065907893,-0.005237329,-0.064759121,0.069478243,0.035020976,0.195985142,-0.034113729,0.114012037,0.027114602,0.100860799
2017/6/1,0.149312533,-0.059536574,0.075600656,-0.071494853,0.19686023,0.007725779,0.129927384,0.187952907,-0.053155628,0.025226667,0.173086382
2017/7/1,-0.094033336,0.036118091,0.023779887,-0.024256789,-0.134511877,-0.119442905,0.051331424,0.016021074,-0.106041535,-0.014146789,-0.114272607
2017/8/1,0.039363942,0.069485185,0.035791985,0.083161146,0.082581405,-0.053161321,0.059475099,0.010438148,-0.011556394,0.060014698,0.060972673
2017/9/1,0.082640672,0.026381648,0.111004511,0.021416584,0.029648017,-0.02218097,0.056026252,-0.015713921,0.009334744,-0.006530084,0.056144344
2017/10/1,-0.032693536,-0.059207622,-0.03943523,0.024379438,-0.00909364,-0.057998196,-0.037769419,-0.046163303,-0.131401185,0.004058327,-0.020893588
2017/11/1,0.04529573,-0.044046851,-0.032586809,-0.03039609,0.0608635,-0.025279317,0.066646424,0.081289936,-0.087755637,0.013157663,0.053079615
2017/12/1,0.083436229,0.029810726,-0.014669619,0.058665903,0.113328021,0.030315295,0.02001315,0.052470126,0.080974296,-0.068686503,0.098382125
2018/1/1,-0.020745903,0.071064442,-0.039784429,-0.045031129,-0.030053088,-0.091174781,0.080793756,-0.040237994,0.011116515,0.001078348,-0.025399496
2018/2/1,-0.04814175,-0.064839439,0.024681834,-0.069494366,0.010480379,-0.029281629,0.093201977,0.025221395,-0.079169603,-0.080193105,-0.018830686
2018/3/1,0.009663935,-0.112569809,-0.08974963,0.082730156,0.060508401,0.020694941,0.002462234,0.085201818,-0.011658959,-0.098716047,0.035086168
2018/4/1,0.032583487,-0.033553297,-0.053711035,0.035769071,0.069660501,-0.038659424,0.070238316,-0.02383917,0.020081383,-0.056655197,0.051121994
2018/5/1,0.128676396,0.059468465,-0.103404523,-0.018324923,0.055362425,0.046101671,0.100443696,-0.058649117,0.093097728,0.003956384,0.092019411
2018/6/1,-0.004544825,-0.069141632,0.040317677,0.064048461,0.002421107,0.015163373,0.009779333,-0.044527086,-0.037094151,0.010448154,-0.001061859
2018/7/1,-0.038856013,-0.1900612,-0.019359785,0.061356237,-0.017770777,-0.047755923,-0.002702907,0.042603611,0.149546784,-0.066836245,-0.028313395
2018/8/1,0.007947382,-0.056688646,0.031027444,-0.005213566,0.033626079,0.020642972,-0.039562353,-0.082393981,0.008198083,-0.058703491,0.020786731
2018/9/1,-0.149442379,-0.015754497,0.033896538,-0.005494115,-0.155823956,-0.063894784,-0.12930983,-0.143786956,0.080584257,-0.00828096,-0.152633168
2018/10/1,-0.046400197,0.032063723,-0.012200493,-0.055578878,-0.07226795,-0.05804312,-0.002585915,0.028717423,-0.060664486,-0.034993993,-0.059334074
2018/11/1,0.09845791,0.065135023,0.067702026,-0.08356886,0.144336619,0.008978136,-0.003797441,0.007992794,0.007007081,0.043991677,0.121397265
2018/12/1,0.079374663,0.028123807,-0.030388825,-0.060905932,0.10172266,0.025928389,0.022305644,0.007981831,0.047968731,0.026706773,0.090548662
2019/1/1,-0.1076541,0.001320801,-0.064152585,-0.013765037,-0.138259551,-0.029212498,-0.04766664,-0.045309032,-0.080984302,-0.069884385,-0.122956825
2019/2/1,0.121577023,0.012198189,-0.022761425,-0.051757442,0.118274244,-0.085830723,0.079131134,0.13381685,-0.066874625,-0.066038666,0.119925634
2019/3/1,0.097099429,-0.075589785,0.022552204,0.097265735,0.060960296,0.01896471,0.029948538,-0.038654173,0.060924215,0.061248385,0.079029863
2019/4/1,0.02344507,0.033939157,0.083543573,0.088295785,0.039086228,0.0119125,0.074855648,-0.006151218,-0.063888011,-0.012684027,0.031265649
2019/5/1,0.129286595,0.076705616,0.033821597,0.060644939,0.143872794,0.052890811,0.019563405,-0.058650424,0.043705814,-0.059805043,0.136579694
2019/6/1,0.041830394,-0.0345785,0.024752007,0.055730395,0.058049961,-0.02342215,0.060980433,0.07232807,-0.006912481,-0.048270142,0.049940178
2019/7/1,0.096518178,-0.005105104,0.017467271,0.041655946,0.099188846,0.042818984,0.073493937,0.08708235,0.000229212,-0.039193234,0.097853512
2019/8/1,-0.025953931,0.026406789,-0.025479567,-0.06313822,-0.013872868,0.055269013,0.023323024,0.079048916,-0.005980801,-0.040273134,-0.0199134
2019/9/1,0.02654591,0.013617428,-0.073630625,0.005615795,0.015143062,-0.047520441,0.101915601,0.118550708,-0.062425926,-0.020145041,0.020844486
2019/10/1,0.036045223,-0.031199371,0.028048453,-0.026922787,0.043501068,0.051365085,-0.022981468,0.03241021,0.05938584,0.088055292,0.039773146
2019/11/1,-0.055005527,0.015329842,-0.048947573,0.032537702,-0.077489191,-0.03742796,-0.043596941,-0.003058348,-0.004197558,0.007453635,-0.066247359
2019/12/1,,,,,,,,,,,
